ID;NOM_COUV;COMP1;COMP2;COMP3
24257;Marsalès;200034833;D24;R75
24259;Eyraud-Crempse-Maurens;200069094;D24;R75
24260;Mauzac-et-Grand-Castang;200034833;D24;R75
24261;Mauzens-et-Miremont;200041168;D24;R75
24262;Mayac;242401024;D24;R75
24263;Mazeyrolles;200041440;D24;R75
24264;Ménesplet;200040384;D24;R75
24266;Mensignac;200040392;D24;R75
24267;Mescoules;200070647;D24;R75
24268;Meyrals;200041051;D24;R75
24269;Mialet;242400752;D24;R75
24271;Milhac-de-Nontron;200071819;D24;R75
24272;Minzac;200034197;D24;R75
24273;Molières;200034833;D24;R75
24274;Monbazillac;200070647;D24;R75
24276;Monestier;200070647;D24;R75
24277;Monfaucon;200070647;D24;R75
24278;Monmadalès;200040889;D24;R75
24279;Monmarvès;200040889;D24;R75
24280;Monpazier;200034833;D24;R75
24281;Monsac;200034833;D24;R75
24282;Monsaguel;200040889;D24;R75
24284;Montagnac-d'Auberoche;200041150;D24;R75
24285;Montagnac-la-Crempse;200069094;D24;R75
24286;Montagrier;200040400;D24;R75
24287;Montaut;200040889;D24;R75
24288;Montazeau;200034197;D24;R75
24289;Montcaret;200034197;D24;R75
24290;Montferrand-du-Périgord;200034833;D24;R75
24291;Montignac-Lascaux;200041168;D24;R75
24292;Montpeyroux;200034197;D24;R75
24293;Monplaisant;200041051;D24;R75
24294;Montpon-Ménestérol;200040384;D24;R75
24295;Montrem;200040095;D24;R75
24296;Mouleydier;200070647;D24;R75
24297;Moulin-Neuf;200040384;D24;R75
24299;Mussidan;200069094;D24;R75
24300;Nabirat;200041440;D24;R75
24301;Nadaillac;200040830;D24;R75
24302;Nailhac;200041150;D24;R75
24303;Nanteuil-Auriac-de-Bourzac;200040400;D24;R75
24304;Nantheuil;242400752;D24;R75
24305;Nanthiat;242400752;D24;R75
24306;Nastringues;200034197;D24;R75
24307;Naussannes;200034833;D24;R75
24308;Négrondes;242400752;D24;R75
24309;Neuvic;200040095;D24;R75
24311;Nontron;200071819;D24;R75
24312;Sanilhac;200040392;D24;R75
24313;Orliac;200041440;D24;R75
24316;Parcoul-Chenaud;242400935;D24;R75
24317;Paulin;200040830;D24;R75
24318;Paunat;200040392;D24;R75
24319;Paussac-et-Saint-Vivien;200040400;D24;R75
24320;Payzac;242401024;D24;R75
24321;Pazayac;200041150;D24;R75
24322;Périgueux;200040392;D24;R75
24323;Petit-Bersac;200040400;D24;R75
24324;Peyrignac;200041150;D24;R75
24325;Pechs-de-l'Espérance;200040830;D24;R75
24326;Peyzac-le-Moustier;200041168;D24;R75
24327;Pezuls;200034833;D24;R75
24328;Piégut-Pluviers;200071819;D24;R75
24329;Le Pizou;200040384;D24;R75
24330;Plazac;200041168;D24;R75
24331;Pomport;200070647;D24;R75
24334;Pontours;200034833;D24;R75
24335;Port-Sainte-Foy-et-Ponchapt;243301371;D24;R75
24336;Prats-de-Carlux;200040830;D24;R75
24337;Prats-du-Périgord;200041440;D24;R75
24338;Pressignac-Vicq;200034833;D24;R75
24339;Preyssac-d'Excideuil;242401024;D24;R75
24340;Prigonrieux;200070647;D24;R75
24341;Proissans;200027217;D24;R75
24345;Queyssac;200070647;D24;R75
24346;Quinsac;200041572;D24;R75
24347;Rampieux;200034833;D24;R75
24348;Razac-d'Eymet;200040889;D24;R75
24349;Razac-de-Saussignac;200070647;D24;R75
24350;Razac-sur-l'Isle;200040392;D24;R75
24351;Ribagnac;200070647;D24;R75
24352;Ribérac;200040400;D24;R75
24353;La Rochebeaucourt-et-Argentine;200041572;D24;R75
24354;La Roche-Chalais;242400935;D24;R75
24355;La Roque-Gageac;200027217;D24;R75
24356;Rouffignac-Saint-Cernin-de-Reilhac;200041168;D24;R75
24357;Rouffignac-de-Sigoulès;200070647;D24;R75
24359;Sadillac;200040889;D24;R75
24360;Sagelat;200041051;D24;R75
24361;Saint-Agne;200034833;D24;R75
24362;Val de Louyre et Caudeau;200040392;D24;R75
24364;Coly-Saint-Amand;200041168;D24;R75
24365;Saint-Amand-de-Vergt;200040392;D24;R75
24366;Saint-André-d'Allas;200027217;D24;R75
24367;Saint-André-de-Double;200040400;D24;R75
24370;Saint-Antoine-de-Breuilh;200034197;D24;R75
24371;Saint-Aquilin;200040095;D24;R75
24372;Saint-Astier;200040095;D24;R75
24373;Saint-Aubin-de-Cadelech;200040889;D24;R75
24374;Saint-Aubin-de-Lanquais;200040889;D24;R75
24375;Saint-Aubin-de-Nabirat;200041440;D24;R75
24376;Saint Aulaye-Puymangou;242400935;D24;R75
24377;Saint-Avit-de-Vialard;200041168;D24;R75
24378;Saint-Avit-Rivière;200034833;D24;R75
24379;Saint-Avit-Sénieur;200034833;D24;R75
24380;Saint-Barthélemy-de-Bellegarde;200040384;D24;R75
24381;Saint-Barthélemy-de-Bussière;200071819;D24;R75
24382;Saint-Capraise-de-Lalinde;200034833;D24;R75
24383;Saint-Capraise-d'Eymet;200040889;D24;R75
24384;Saint-Cassien;200034833;D24;R75
24385;Saint-Cernin-de-Labarde;200040889;D24;R75
24386;Saint-Cernin-de-l'Herm;200041440;D24;R75
24388;Saint-Chamassy;200041168;D24;R75
24390;Saint-Crépin-d'Auberoche;200040392;D24;R75
24392;Saint-Crépin-et-Carlucet;200040830;D24;R75
24393;Sainte-Croix;200034833;D24;R75
24394;Sainte-Croix-de-Mareuil;200041572;D24;R75
24395;Saint-Cybranet;200041440;D24;R75
24396;Saint-Cyprien;200041051;D24;R75
24397;Saint-Cyr-les-Champagnes;242401024;D24;R75
24398;Saint-Estèphe;200071819;D24;R75
24399;Saint-Étienne-de-Puycorbier;200069094;D24;R75
24401;Sainte-Eulalie-d'Ans;200041150;D24;R75
24403;Saint-Félix-de-Bourdeilles;200041572;D24;R75
24404;Saint-Félix-de-Reillac-et-Mortemart;200041168;D24;R75
24405;Saint-Félix-de-Villadeix;200034833;D24;R75
24406;Sainte-Foy-de-Belvès;200041051;D24;R75
24407;Sainte-Foy-de-Longas;200034833;D24;R75
24408;Saint-Front-d'Alemps;242400752;D24;R75
24409;Saint-Front-de-Pradoux;200069094;D24;R75
24410;Saint-Front-la-Rivière;200071819;D24;R75
24411;Saint-Front-sur-Nizonne;200071819;D24;R75
24412;Saint-Geniès;200040830;D24;R75
24413;Saint-Georges-Blancaneix;200070647;D24;R75
24414;Saint-Georges-de-Montclard;200069094;D24;R75
24415;Saint-Géraud-de-Corps;200034197;D24;R75
24416;Saint-Germain-de-Belvès;200041051;D24;R75
24417;Saint-Germain-des-Prés;242401024;D24;R75
24418;Saint-Germain-du-Salembre;200040095;D24;R75
24419;Saint-Germain-et-Mons;200070647;D24;R75
24420;Saint-Géry;200070647;D24;R75
24421;Saint-Geyrac;200040392;D24;R75
24422;Saint-Hilaire-d'Estissac;200069094;D24;R75
24423;Saint-Julien-Innocence-Eulalie;200040889;D24;R75
24424;Saint-Jean-d'Ataux;200040095;D24;R75
24425;Saint-Jean-de-Côle;242400752;D24;R75
24426;Saint-Jean-d'Estissac;200069094;D24;R75
24428;Saint-Jory-de-Chalais;242400752;D24;R75
24429;Saint-Jory-las-Bloux;242401024;D24;R75
24432;Saint-Julien-de-Lampon;200040830;D24;R75
24434;Saint-Just;200040400;D24;R75
24436;Saint-Laurent-des-Hommes;200069094;D24;R75
24437;Saint-Laurent-des-Vignes;200070647;D24;R75
24438;Saint-Laurent-la-Vallée;200041440;D24;R75
24441;Saint-Léon-d'Issigeac;200040889;D24;R75
24442;Saint-Léon-sur-l'Isle;200040095;D24;R75
24443;Saint-Léon-sur-Vézère;200041168;D24;R75
24444;Saint-Louis-en-l'Isle;200069094;D24;R75
24445;Saint-Marcel-du-Périgord;200034833;D24;R75
24446;Saint-Marcory;200034833;D24;R75
24448;Saint-Martial-d'Albarède;242401024;D24;R75
24449;Saint-Martial-d'Artenset;200040384;D24;R75
24450;Saint-Martial-de-Nabirat;200041440;D24;R75
24451;Saint-Martial-de-Valette;200071819;D24;R75
24452;Saint-Martial-Viveyrol;200040400;D24;R75
24453;Saint-Martin-de-Fressengeas;242400752;D24;R75
24454;Saint-Martin-de-Gurson;200034197;D24;R75
24455;Saint-Martin-de-Ribérac;200040400;D24;R75
24456;Saint-Martin-des-Combes;200069094;D24;R75
24457;Saint-Martin-l'Astier;200069094;D24;R75
24458;Saint-Martin-le-Pin;200071819;D24;R75
24459;Saint-Mayme-de-Péreyrol;200040392;D24;R75
24460;Saint-Méard-de-Drône;200040400;D24;R75
24461;Saint-Méard-de-Gurçon;200034197;D24;R75
24462;Saint-Médard-de-Mussidan;200069094;D24;R75
24463;Saint-Médard-d'Excideuil;242401024;D24;R75
24464;Saint-Mesmin;242401024;D24;R75
24465;Saint-Michel-de-Double;200069094;D24;R75
24466;Saint-Michel-de-Montaigne;243301454;D24;R75
24468;Saint-Michel-de-Villadeix;200040392;D24;R75
24470;Sainte-Mondane;200040830;D24;R75
24471;Sainte-Nathalène;200027217;D24;R75
24472;Saint-Nexans;200070647;D24;R75
24473;Sainte-Orse;200041150;D24;R75
24474;Saint-Pancrace;200041572;D24;R75
24476;Saint-Pantaly-d'Excideuil;242401024;D24;R75
24477;Saint-Pardoux-de-Drône;200040400;D24;R75
24478;Saint-Pardoux-et-Vielvic;200041051;D24;R75
24479;Saint-Pardoux-la-Rivière;200071819;D24;R75
24480;Saint-Paul-de-Serre;200040392;D24;R75
24481;Saint-Paul-la-Roche;242400752;D24;R75
24482;Saint-Paul-Lizonne;200040400;D24;R75
24483;Saint-Perdoux;200040889;D24;R75
24484;Saint-Pierre-de-Chignac;200040392;D24;R75
24485;Saint-Pierre-de-Côle;242400752;D24;R75
24486;Saint-Pierre-de-Frugie;242400752;D24;R75
24487;Saint-Pierre-d'Eyraud;200070647;D24;R75
24488;Saint-Pompon;200041440;D24;R75
24489;Saint-Priest-les-Fougères;242400752;D24;R75
24490;Saint Privat en Périgord;242400935;D24;R75
24491;Saint-Rabier;200041150;D24;R75
24492;Sainte-Radegonde;200040889;D24;R75
24493;Saint-Raphaël;242401024;D24;R75
24494;Saint-Rémy;200034197;D24;R75
24495;Saint-Romain-de-Monpazier;200034833;D24;R75
24496;Saint-Romain-et-Saint-Clément;242400752;D24;R75
24498;Saint-Saud-Lacoussière;200071819;D24;R75
24499;Saint-Sauveur;200070647;D24;R75
24500;Saint-Sauveur-Lalande;200040384;D24;R75
24501;Saint-Seurin-de-Prats;200034197;D24;R75
24502;Saint-Séverin-d'Estissac;200040095;D24;R75
24504;Saint-Sulpice-de-Roumagnac;200040400;D24;R75
24505;Saint-Sulpice-d'Excideuil;242401024;D24;R75
24507;Sainte-Trie;200041150;D24;R75
24508;Saint-Victor;200040400;D24;R75
24509;Saint-Vincent-de-Connezac;200040400;D24;R75
24510;Saint-Vincent-de-Cosse;200027217;D24;R75
24511;Saint-Vincent-Jalmoutiers;242400935;D24;R75
24512;Saint-Vincent-le-Paluel;200027217;D24;R75
24513;Saint-Vincent-sur-l'Isle;242401024;D24;R75
24514;Saint-Vivien;200034197;D24;R75
24515;Salagnac;242401024;D24;R75
24516;Salignac-Eyvigues;200040830;D24;R75
24517;Salles-de-Belvès;200041051;D24;R75
24518;Salon;200040392;D24;R75
24519;Sarlande;242401024;D24;R75
24520;Sarlat-la-Canéda;200027217;D24;R75
24521;Sarliac-sur-l'Isle;200040392;D24;R75
24522;Sarrazac;242401024;D24;R75
24523;Saussignac;200070647;D24;R75
24524;Savignac-de-Miremont;200041168;D24;R75
24525;Savignac-de-Nontron;200071819;D24;R75
24526;Savignac-Lédrier;242401024;D24;R75
24527;Savignac-les-Églises;200040392;D24;R75
24528;Sceau-Saint-Angel;200071819;D24;R75
24529;Segonzac;200040400;D24;R75
24531;Sergeac;200041168;D24;R75
24532;Serres-et-Montguyard;200040889;D24;R75
24533;Servanches;242400935;D24;R75
24534;Sigoulès-et-Flaugeac;200070647;D24;R75
24535;Simeyrols;200040830;D24;R75
24536;Singleyrac;200040889;D24;R75
24537;Siorac-de-Ribérac;200040400;D24;R75
24538;Siorac-en-Périgord;200041051;D24;R75
24540;Sorges et Ligueux en Périgord;200040392;D24;R75
24541;Soudat;200071819;D24;R75
24542;Soulaures;200034833;D24;R75
24543;Sourzac;200040095;D24;R75
24544;Tamniès;200027217;D24;R75
24545;Teillots;200041150;D24;R75
24546;Temple-Laguyon;200041150;D24;R75
24547;Terrasson-Lavilledieu;200041150;D24;R75
24548;Teyjat;200071819;D24;R75
24549;Thénac;200070647;D24;R75
24550;Thenon;200041150;D24;R75
24551;Thiviers;242400752;D24;R75
24552;Thonac;200041168;D24;R75
24553;Tocane-Saint-Apre;200040400;D24;R75
24554;La Tour-Blanche-Cercles;200040400;D24;R75
24555;Tourtoirac;200041150;D24;R75
24557;Trélissac;200040392;D24;R75
24558;Trémolat;200034833;D24;R75
24559;Tursac;200041168;D24;R75
24560;Urval;200034833;D24;R75
24562;Vallereuil;200040095;D24;R75
24563;Valojoulx;200041168;D24;R75
24564;Vanxains;200040400;D24;R75
24565;Varaignes;200071819;D24;R75
24566;Varennes;200034833;D24;R75
24567;Vaunac;242400752;D24;R75
24568;Vélines;200034197;D24;R75
24569;Vendoire;200040400;D24;R75
24570;Verdon;200034833;D24;R75
24571;Vergt;200040392;D24;R75
24572;Vergt-de-Biron;200034833;D24;R75
24573;Verteillac;200040400;D24;R75
24574;Veyrignac;200040830;D24;R75
24575;Veyrines-de-Domme;200041440;D24;R75
24576;Veyrines-de-Vergt;200040392;D24;R75
24577;Vézac;200027217;D24;R75
24580;Villac;200041150;D24;R75
24581;Villamblard;200069094;D24;R75
24582;Villars;200041572;D24;R75
24584;Villefranche-de-Lonchat;200034197;D24;R75
24585;Villefranche-du-Périgord;200041440;D24;R75
24586;Villetoureix;200040400;D24;R75
24587;Vitrac;200027217;D24;R75
25001;Abbans-Dessous;200068070;D25;R27
25002;Abbans-Dessus;200068070;D25;R27
25003;Abbenans;200068294;D25;R27
25004;Abbévillers;200065647;D25;R27
25005;Accolans;200068294;D25;R27
25006;Adam-lès-Passavant;242504447;D25;R27
25007;Adam-lès-Vercel;242504181;D25;R27
25008;Aibre;247000722;D25;R27
25009;Aïssey;242504447;D25;R27
25011;Allenjoie;200065647;D25;R27
25012;Les Alliés;242500320;D25;R27
25013;Allondans;200065647;D25;R27
25014;Amagney;242500361;D25;R27
25015;Amancey;200068070;D25;R27
25016;Amathay-Vésigneux;200068070;D25;R27
25017;Amondans;200068070;D25;R27
25018;Anteuil;200068294;D25;R27
25019;Appenans;200068294;D25;R27
25020;Arbouans;200065647;D25;R27
25021;Arc-et-Senans;200068070;D25;R27
25022;Arcey;200068294;D25;R27
25024;Arçon;242500320;D25;R27
25025;Arc-sous-Cicon;242500320;D25;R27
25026;Arc-sous-Montenot;242504488;D25;R27
25029;Aubonne;242500320;D25;R27
25030;Audeux;242500361;D25;R27
25031;Audincourt;200065647;D25;R27
25032;Autechaux;242504447;D25;R27
25033;Autechaux-Roide;200065647;D25;R27
25035;Les Auxons;242500361;D25;R27
25036;Avanne-Aveney;242500361;D25;R27
25038;Avilley;200068294;D25;R27
25039;Avoudrey;242504181;D25;R27
25040;Badevel;200065647;D25;R27
25041;Bannans;242504496;D25;R27
25042;Le Barboux;242504355;D25;R27
25043;Bart;200065647;D25;R27
25044;Bartherans;200068070;D25;R27
25045;Battenans-les-Mines;242504447;D25;R27
25046;Battenans-Varin;200023075;D25;R27
25047;Baume-les-Dames;242504447;D25;R27
25048;Bavans;200065647;D25;R27
25049;Belfays;200023075;D25;R27
25050;Le Bélieu;242504116;D25;R27
25051;Belleherbe;242504371;D25;R27
25052;Belmont;242504181;D25;R27
25053;Belvoir;242504371;D25;R27
25054;Berche;200065647;D25;R27
25055;Berthelange;200041887;D25;R27
25056;Besançon;242500361;D25;R27
25057;Bethoncourt;200065647;D25;R27
25058;Beure;242500361;D25;R27
25059;Beutal;200065647;D25;R27
25060;Val-d'Usiers;242504488;D25;R27
25061;Bief;200023075;D25;R27
25062;Le Bizot;242504355;D25;R27
25063;Blamont;200065647;D25;R27
25065;Blarians;242504447;D25;R27
25066;Blussangeaux;200068294;D25;R27
25067;Blussans;200068294;D25;R27
25070;Bolandoz;200068070;D25;R27
25071;Bondeval;200065647;D25;R27
25072;Bonnal;247000714;D25;R27
25073;Bonnay;242500361;D25;R27
25074;Bonnétage;242504355;D25;R27
25075;Bonnevaux;242504496;D25;R27
25077;La Bosse;242504355;D25;R27
25078;Bouclans;242504181;D25;R27
25079;Boujailles;242504496;D25;R27
25082;Bourguignon;200065647;D25;R27
25083;Bournois;200068294;D25;R27
25084;Boussières;242500361;D25;R27
25085;Bouverans;242504496;D25;R27
25086;Braillans;242500361;D25;R27
25087;Branne;200068294;D25;R27
25088;Breconchaux;242504447;D25;R27
25089;Bremondans;242504181;D25;R27
25090;Brères;200068070;D25;R27
25091;Les Bréseux;200023075;D25;R27
25092;La Bretenière;242504447;D25;R27
25093;Bretigney;200065647;D25;R27
25094;Bretigney-Notre-Dame;242504447;D25;R27
25095;Bretonvillers;242504371;D25;R27
25096;Brey-et-Maison-du-Bois;200069565;D25;R27
25097;Brognard;200065647;D25;R27
25098;Buffard;200068070;D25;R27
25099;Bugny;242500320;D25;R27
25100;Bulle;242504496;D25;R27
25101;Burgille;200041887;D25;R27
25102;Burnevillers;200023075;D25;R27
25103;Busy;242500361;D25;R27
25104;By;200068070;D25;R27
25105;Byans-sur-Doubs;242500361;D25;R27
25106;Cademène;200068070;D25;R27
25107;Cendrey;242504447;D25;R27
25108;Cernay-l'Église;200023075;D25;R27
25109;Cessey;200068070;D25;R27
25110;Chaffois;242500338;D25;R27
25111;Chalèze;242500361;D25;R27
25112;Chalezeule;242500361;D25;R27
25113;Chamesey;242504371;D25;R27
25114;Chamesol;200023075;D25;R27
25115;Champagney;242500361;D25;R27
25116;Champlive;242504447;D25;R27
25117;Champoux;242500361;D25;R27
25119;Champvans-les-Moulins;242500361;D25;R27
25120;Chantrans;200068070;D25;R27
25121;Chapelle-des-Bois;200069565;D25;R27
25122;Chapelle-d'Huin;242504488;D25;R27
25124;Charmauvillers;200023075;D25;R27
25125;Charmoille;242504371;D25;R27
25126;Charnay;200068070;D25;R27
25127;Charquemont;200023075;D25;R27
25129;Chassagne-Saint-Denis;200068070;D25;R27
25130;Châteauvieux-les-Fossés;200068070;D25;R27
25131;Châtelblanc;200069565;D25;R27
25132;Châtillon-Guyotte;242504447;D25;R27
25133;Châtillon-le-Duc;242500361;D25;R27
25136;Chaucenne;242500361;D25;R27
25138;Les Terres-de-Chaux;200023075;D25;R27
25139;La Chaux;242500320;D25;R27
25141;Chaux-lès-Passavant;242504181;D25;R27
25142;Chaux-Neuve;200069565;D25;R27
25143;Chay;200068070;D25;R27
25145;Chazot;242504371;D25;R27
25147;Chemaudin et Vaux;242500361;D25;R27
25148;La Chenalotte;242504355;D25;R27
25149;Chenecey-Buillon;200068070;D25;R27
25150;Chevigney-sur-l'Ognon;200041887;D25;R27
25151;Chevigney-lès-Vercel;242504181;D25;R27
25152;La Chevillotte;242500361;D25;R27
25153;Chevroz;242500361;D25;R27
25154;Chouzelot;200068070;D25;R27
25155;Cléron;200068070;D25;R27
25156;Pays-de-Clerval;200068294;D25;R27
25157;La Cluse-et-Mijoux;242500338;D25;R27
25159;Colombier-Fontaine;200065647;D25;R27
25160;Les Combes;242504116;D25;R27
25161;Consolation-Maisonnettes;242504181;D25;R27
25162;Corcelles-Ferrières;200041887;D25;R27
25163;Corcelle-Mieslot;242504447;D25;R27
25164;Corcondray;200041887;D25;R27
25166;Côtebrune;242504447;D25;R27
25170;Courcelles-lès-Montbéliard;200065647;D25;R27
25171;Courcelles;200068070;D25;R27
25172;Courchapon;200041887;D25;R27
25173;Cour-Saint-Maurice;200023075;D25;R27
25174;Courtefontaine;200023075;D25;R27
25175;Courtetain-et-Salans;242504181;D25;R27
25176;Courvières;242504496;D25;R27
25177;Crosey-le-Grand;242504371;D25;R27
25178;Crosey-le-Petit;242504371;D25;R27
25179;Le Crouzet;200069565;D25;R27
25180;Crouzet-Migette;200068070;D25;R27
25181;Cubrial;200068294;D25;R27
25182;Cubry;200068294;D25;R27
25183;Cusance;242504447;D25;R27
25184;Cuse-et-Adrisans;200068294;D25;R27
25185;Cussey-sur-Lison;200068070;D25;R27
25186;Cussey-sur-l'Ognon;242500361;D25;R27
25187;Dambelin;200065647;D25;R27
25188;Dambenois;200065647;D25;R27
25189;Dammartin-les-Templiers;242504447;D25;R27
25190;Dampierre-les-Bois;200065647;D25;R27
25191;Dampierre-sur-le-Doubs;200065647;D25;R27
25192;Dampjoux;200065647;D25;R27
25193;Damprichard;200023075;D25;R27
25194;Dannemarie;200065647;D25;R27
25195;Dannemarie-sur-Crète;242500361;D25;R27
25196;Dasle;200065647;D25;R27
25197;Deluz;242500361;D25;R27
25198;Désandans;200068294;D25;R27
25199;Déservillers;200068070;D25;R27
25200;Devecey;242500361;D25;R27
25201;Dommartin;242500338;D25;R27
25202;Dompierre-les-Tilleuls;242504496;D25;R27
25203;Domprel;242504181;D25;R27
25204;Doubs;242500338;D25;R27
25207;Dung;200065647;D25;R27
25208;Durnes;200068070;D25;R27
25209;Échay;200068070;D25;R27
25210;Échenans;200065647;D25;R27
25211;Échevannes;200068070;D25;R27
25212;École-Valentin;242500361;D25;R27
25213;Les Écorces;200023075;D25;R27
25214;Écot;200065647;D25;R27
25215;L'Écouvotte;242504447;D25;R27
25216;Écurcey;200065647;D25;R27
25217;Émagny;200041887;D25;R27
25218;Épenouse;242504181;D25;R27
25219;Épenoy;242504181;D25;R27
25220;Épeugney;200068070;D25;R27
25221;Esnans;242504447;D25;R27
25222;Étalans;242504181;D25;R27
25223;Éternoz-Vallée-du-Lison;200068070;D25;R27
25224;Étouvans;200065647;D25;R27
25225;Étrabonne;200041887;D25;R27
25226;Étrappe;200068294;D25;R27
25227;Étray;242504181;D25;R27
25228;Étupes;200065647;D25;R27
25229;Évillers;242504488;D25;R27
25230;Exincourt;200065647;D25;R27
25231;Eysson;242504181;D25;R27
25232;Faimbe;200068294;D25;R27
25233;Fallerans;242504181;D25;R27
25234;Ferrières-le-Lac;200023075;D25;R27
25235;Ferrières-les-Bois;200041887;D25;R27
25236;Fertans;200068070;D25;R27
25237;Fesches-le-Châtel;200065647;D25;R27
25238;Fessevillers;200023075;D25;R27
25239;Feule;200065647;D25;R27
25240;Les Fins;242504116;D25;R27
25241;Flagey;200068070;D25;R27
25242;Flagey-Rigney;242504447;D25;R27
25243;Flangebouche;242504181;D25;R27
25244;Fleurey;200023075;D25;R27
25245;Fontain;242500361;D25;R27
25246;Fontaine-lès-Clerval;200068294;D25;R27
25247;Fontenelle-Montby;200068294;D25;R27
25248;Les Fontenelles;242504355;D25;R27
25249;Fontenotte;242504447;D25;R27
25251;Fourbanne;242504447;D25;R27
25252;Fourcatier-et-Maison-Neuve;200069565;D25;R27
25253;Fourg;200068070;D25;R27
25254;Les Fourgs;200069565;D25;R27
25255;Fournet-Blancheroche;200023075;D25;R27
25256;Frambouhans;200023075;D25;R27
25257;Franey;200041887;D25;R27
25258;Franois;242500361;D25;R27
25259;Frasne;242504496;D25;R27
25261;Froidevaux;242504371;D25;R27
25262;Fuans;242504181;D25;R27
25263;Gellin;200069565;D25;R27
25264;Gémonval;200068294;D25;R27
25265;Geneuille;242500361;D25;R27
25266;Geney;200068294;D25;R27
25267;Gennes;242500361;D25;R27
25268;Germéfontaine;242504181;D25;R27
25269;Germondans;242504447;D25;R27
25270;Gevresin;242504488;D25;R27
25271;Gilley;242500320;D25;R27
25273;Glamondans;242504447;D25;R27
25274;Glay;200065647;D25;R27
25275;Glère;200023075;D25;R27
25276;Gondenans-Montby;200068294;D25;R27
25277;Gondenans-les-Moulins;200068294;D25;R27
25278;Gonsans;242504181;D25;R27
25279;Gouhelans;200068294;D25;R27
25280;Goumois;200023075;D25;R27
25281;Goux-lès-Dambelin;200065647;D25;R27
25283;Goux-sous-Landet;200068070;D25;R27
25284;Grand-Charmont;200065647;D25;R27
25285;Grand'Combe-Châteleu;242504116;D25;R27
25286;Grand'Combe-des-Bois;242504355;D25;R27
25287;Grandfontaine;242500361;D25;R27
25288;Fournets-Luisans;242504181;D25;R27
25289;Grandfontaine-sur-Creuse;242504181;D25;R27
25290;La Grange;242504371;D25;R27
25293;Granges-Narboz;242500338;D25;R27
25295;Les Grangettes;200069565;D25;R27
25296;Les Gras;242504116;D25;R27
25298;Grosbois;242504447;D25;R27
25299;Guillon-les-Bains;242504447;D25;R27
25300;Guyans-Durnes;242504181;D25;R27
25301;Guyans-Vennes;242504181;D25;R27
25304;Hérimoncourt;200065647;D25;R27
25305;L'Hôpital-du-Grosbois;200068070;D25;R27
25306;L'Hôpital-Saint-Lieffroy;200068294;D25;R27
25307;Les Hôpitaux-Neufs;200069565;D25;R27
25308;Les Hôpitaux-Vieux;200069565;D25;R27
25309;Houtaud;242500338;D25;R27
25310;Huanne-Montmartin;200068294;D25;R27
25311;Hyémondans;200068294;D25;R27
25312;Hyèvre-Magny;242504447;D25;R27
25313;Hyèvre-Paroisse;242504447;D25;R27
25314;Indevillers;200023075;D25;R27
25315;L'Isle-sur-le-Doubs;200068294;D25;R27
25316;Issans;200065647;D25;R27
25317;Jallerange;200041887;D25;R27
25318;Jougne;200069565;D25;R27
25320;Labergement-Sainte-Marie;200069565;D25;R27
25321;Villers-le-Lac;242504116;D25;R27
25322;Laire;247000722;D25;R27
25323;Laissey;242504447;D25;R27
25324;Lanans;242504371;D25;R27
25325;Landresse;242504181;D25;R27
25326;Lantenne-Vertière;200041887;D25;R27
25327;Lanthenans;200068294;D25;R27
25328;Larnod;242500361;D25;R27
25329;Laval-le-Prieuré;242504355;D25;R27
25330;Lavans-Quingey;200068070;D25;R27
25331;Lavans-Vuillafans;200068070;D25;R27
25332;Lavernay;200041887;D25;R27
25333;Laviron;242504181;D25;R27
25334;Levier;242504488;D25;R27
25335;Liebvillers;200023075;D25;R27
25336;Liesle;200068070;D25;R27
25338;Lizine;200068070;D25;R27
25339;Lods;200068070;D25;R27
25340;Lombard;200068070;D25;R27
25341;Lomont-sur-Crête;242504447;D25;R27
25342;Longechaux;242504181;D25;R27
25343;Longemaison;242504181;D25;R27
25344;Longevelle-lès-Russey;242504371;D25;R27
25345;Longevelle-sur-Doubs;200065647;D25;R27
25346;Longeville;200068070;D25;R27
25348;Longevilles-Mont-d'Or;200069565;D25;R27
25349;Loray;242504181;D25;R27
25350;Lougres;200065647;D25;R27
25351;Le Luhier;242504355;D25;R27
25354;Luxiol;242504447;D25;R27
25355;Magny-Châtelard;242504181;D25;R27
25356;Maîche;200023075;D25;R27
25357;Maisons-du-Bois-Lièvremont;242500320;D25;R27
25359;Malans;200068070;D25;R27
25360;Malbrans;200068070;D25;R27
25361;Malbuisson;200069565;D25;R27
25362;Malpas;200069565;D25;R27
25364;Mamirolle;242500361;D25;R27
25365;Mancenans;200068294;D25;R27
25366;Mancenans-Lizerne;200023075;D25;R27
25367;Mandeure;200065647;D25;R27
25368;Marchaux-Chaudefontaine;242500361;D25;R27
25369;Marvelise;200068294;D25;R27
25370;Mathay;200065647;D25;R27
25371;Mazerolles-le-Salin;242500361;D25;R27
25372;Médière;200068294;D25;R27
25373;Le Mémont;242504355;D25;R27
25374;Mercey-le-Grand;200041887;D25;R27
25375;Les Monts-Ronds;200068070;D25;R27
25376;Mérey-Vieilley;242500361;D25;R27
25377;Mésandans;200068294;D25;R27
25378;Meslières;200065647;D25;R27
25379;Mesmay;200068070;D25;R27
25380;Métabief;200069565;D25;R27
25381;Miserey-Salines;242500361;D25;R27
25382;Moncey;242504447;D25;R27
25383;Moncley;200041887;D25;R27
25384;Mondon;200068294;D25;R27
